race_type,race,race_precincts_reported,race_total_precincts,race_yes_votes,race_no_votes,county_name,fips,county_reporting_precincts,county_total_precincts,party,candidate_id,candidate_name,county_yes_votes,county_no_votes
State House,State Representative - District 149,0,36,284668,0,New Madrid,143,0,19,Republican,750074377,Don Rone,35583,(null)
State House,State Representative - District 149,0,36,284668,0,Pemiscot,155,0,9,Democratic,750074378,Bill Burlison,35584,(null)
State House,State Representative - District 149,0,36,284668,0,Pemiscot,155,0,9,Republican,750074377,Don Rone,35585,(null)
State House,State Representative - District 149,0,36,284668,0,Scott,201,0,5,Democratic,750074378,Bill Burlison,35586,(null)
State House,State Representative - District 149,0,36,284668,0,Scott,201,0,5,Republican,750074377,Don Rone,35587,(null)
State House,State Representative - District 150,0,28,142358,0,Dunklin,069,0,16,Democratic,750074337,Walter Dearing,35588,(null)
State House,State Representative - District 150,0,28,142358,0,Dunklin,069,0,16,Republican,750074336,Andrew McDaniel,35589,(null)
State House,State Representative - District 150,0,28,142358,0,Pemiscot,155,0,12,Democratic,750074337,Walter Dearing,35590,(null)
State House,State Representative - District 150,0,28,142358,0,Pemiscot,155,0,12,Republican,750074336,Andrew McDaniel,35591,(null)
State House,State Representative - District 151,0,30,142374,0,Scott,201,0,9,Democratic,750074416,Ryan Wm. Holder,35592,(null)
State House,State Representative - District 151,0,30,142374,0,Scott,201,0,9,Republican,750074415,Tila Rowland Hubrecht,35593,(null)
State House,State Representative - District 151,0,30,142374,0,Stoddard,207,0,21,Democratic,750074416,Ryan Wm. Holder,35594,(null)
State House,State Representative - District 151,0,30,142374,0,Stoddard,207,0,21,Republican,750074415,Tila Rowland Hubrecht,35595,(null)
State House,State Representative - District 152,0,24,71193,0,Butler,023,0,19,Republican,750074481,Todd Richardson,35596,(null)
State House,State Representative - District 152,0,24,71193,0,Dunklin,069,0,5,Republican,750074481,Todd Richardson,35597,(null)
State House,State Representative - District 153,0,37,284812,0,Butler,023,0,5,Republican,750074520,Steve Cookson,35598,(null)
State House,State Representative - District 153,0,37,284812,0,Butler,023,0,5,Libertarian,750074521,Ginny Keirns,35599,(null)
State House,State Representative - District 153,0,37,284812,0,Carter,035,0,8,Republican,750074520,Steve Cookson,35600,(null)
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Clark,045,0,7,Ballot Issues,750006199,Constitutional Amendment 3,36958,36959
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Scotland,199,0,8,Ballot Issues,750006199,Constitutional Amendment 3,37102,37103
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Howell,091,0,21,Ballot Issues,750006200,Constitutional Amendment 6,37236,37237
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Warren,219,0,23,Ballot Issues,750006200,Constitutional Amendment 6,37366,37367
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Livingston,117,0,12,Ballot Issues,750006201,Constitutional Amendment 10,37496,37497
State House,State Representative - District 153,0,37,284812,0,Carter,035,0,8,Libertarian,750074521,Ginny Keirns,35601,(null)
State House,State Representative - District 153,0,37,284812,0,Ripley,181,0,19,Republican,750074520,Steve Cookson,35602,(null)
State House,State Representative - District 153,0,37,284812,0,Ripley,181,0,19,Libertarian,750074521,Ginny Keirns,35603,(null)
State House,State Representative - District 153,0,37,284812,0,Wayne,223,0,5,Republican,750074520,Steve Cookson,35604,(null)
State House,State Representative - District 153,0,37,284812,0,Wayne,223,0,5,Libertarian,750074521,Ginny Keirns,35605,(null)
State House,State Representative - District 154,0,20,35606,0,Howell,091,0,20,Republican,750074482,Shawn Rhoads,35606,(null)
State House,State Representative - District 155,0,35,106824,0,Douglas,067,0,14,Republican,750074379,Lyle Rowland,35607,(null)
State House,State Representative - District 155,0,35,106824,0,Ozark,153,0,11,Republican,750074379,Lyle Rowland,35608,(null)
State House,State Representative - District 155,0,35,106824,0,Taney,213,0,10,Republican,750074379,Lyle Rowland,35609,(null)
State House,State Representative - District 156,0,17,35610,0,Taney,213,0,17,Republican,750074600,Jeff Justus,35610,(null)
State House,State Representative - District 157,0,20,71223,0,Lawrence,109,0,20,Democratic,750074566,Vince Jennings,35611,(null)
State House,State Representative - District 157,0,20,71223,0,Lawrence,109,0,20,Republican,750074567,Mike Moon,35612,(null)
State House,State Representative - District 158,0,24,106842,0,Barry,009,0,19,Republican,750074380,Scott Fitzpatrick,35613,(null)
State House,State Representative - District 158,0,24,106842,0,Lawrence,109,0,2,Republican,750074380,Scott Fitzpatrick,35614,(null)
State House,State Representative - District 158,0,24,106842,0,Stone,209,0,3,Republican,750074380,Scott Fitzpatrick,35615,(null)
State House,State Representative - District 159,0,29,71233,0,McDonald,119,0,19,Republican,750074381,Bill Lant,35616,(null)
State House,State Representative - District 159,0,29,71233,0,Newton,145,0,10,Republican,750074381,Bill Lant,35617,(null)
State House,State Representative - District 160,0,15,35618,0,Newton,145,0,15,Republican,750074483,Bill Reiboldt,35618,(null)
State House,State Representative - District 161,0,21,142482,0,Jasper,097,0,14,Democratic,750074339,Charles (Hugh) Shields,35619,(null)
State House,State Representative - District 161,0,21,142482,0,Jasper,097,0,14,Republican,750074338,William (Bill) White,35620,(null)
State House,State Representative - District 161,0,21,142482,0,Newton,145,0,7,Democratic,750074339,Charles (Hugh) Shields,35621,(null)
State House,State Representative - District 161,0,21,142482,0,Newton,145,0,7,Republican,750074338,William (Bill) White,35622,(null)
State House,State Representative - District 162,0,27,71247,0,Jasper,097,0,24,Republican,750074382,Charlie Davis,35623,(null)
State House,State Representative - District 162,0,27,71247,0,Newton,145,0,3,Republican,750074382,Charlie Davis,35624,(null)
State House,State Representative - District 163,0,19,71251,0,Jasper,097,0,19,Democratic,750074569,Michael Jarrett,35625,(null)
State House,State Representative - District 163,0,19,71251,0,Jasper,097,0,19,Republican,750074568,Tom Flanigan,35626,(null)
Circuit Court,Circuit Judge - Circuit 11 Division 1,0,122,35627,0,St. Charles,183,0,122,Democratic,750074280,Ted House,35627,(null)
Circuit Court,Circuit Judge - Circuit 13 Division 4,0,84,71257,0,Boone,019,0,58,Republican,750074498,Jodie C. Asel,35628,(null)
Circuit Court,Circuit Judge - Circuit 13 Division 4,0,84,71257,0,Callaway,027,0,26,Republican,750074498,Jodie C. Asel,35629,(null)
Circuit Court,Circuit Judge - Circuit 19 Division 2,0,36,35630,0,Cole,051,0,36,Republican,750074532,Daniel Green,35630,(null)
Circuit Court,Circuit Judge - Circuit 19 Division 4,0,36,71263,0,Cole,051,0,36,Democratic,750074576,Pat Joyce,35631,(null)
Circuit Court,Circuit Judge - Circuit 19 Division 4,0,36,71263,0,Cole,051,0,36,Republican,750074575,Brian Stumpe,35632,(null)
Circuit Court,Circuit Judge - Circuit 23 Division 2,0,57,35633,0,Jefferson,099,0,57,Republican,750074306,Darrell Missey,35633,(null)
Circuit Court,Circuit Judge - Circuit 25 Division 2,0,53,142542,0,Maries,125,0,12,Republican,750074436,John Beger,35634,(null)
Circuit Court,Circuit Judge - Circuit 25 Division 2,0,53,142542,0,Phelps,161,0,20,Republican,750074436,John Beger,35635,(null)
Circuit Court,Circuit Judge - Circuit 25 Division 2,0,53,142542,0,Pulaski,169,0,10,Republican,750074436,John Beger,35636,(null)
Circuit Court,Circuit Judge - Circuit 25 Division 2,0,53,142542,0,Texas,215,0,11,Republican,750074436,John Beger,35637,(null)
Circuit Court,Circuit Judge - Circuit 32 Division 1,0,63,106917,0,Bollinger,017,0,14,Republican,750074499,Michael Gardner,35638,(null)
Circuit Court,Circuit Judge - Circuit 32 Division 1,0,63,106917,0,Cape Girardeau,031,0,30,Republican,750074499,Michael Gardner,35639,(null)
Circuit Court,Circuit Judge - Circuit 32 Division 1,0,63,106917,0,Perry,157,0,19,Republican,750074499,Michael Gardner,35640,(null)
Circuit Court,Circuit Judge - Circuit 36,0,45,71283,0,Butler,023,0,26,Republican,750074281,Michael Pritchett,35641,(null)
Circuit Court,Circuit Judge - Circuit 36,0,45,71283,0,Ripley,181,0,19,Republican,750074281,Michael Pritchett,35642,(null)
Circuit Court,Circuit Judge - Circuit 38,0,49,71287,0,Christian,043,0,27,Republican,750074121,Laura Johnson,35643,(null)
Circuit Court,Circuit Judge - Circuit 38,0,49,71287,0,Taney,213,0,22,Republican,750074121,Laura Johnson,35644,(null)
Circuit Court,Circuit Judge - Circuit 42 Division 2,0,62,178235,0,Crawford,055,0,9,Democratic,750074307,Kelly Parker,35645,(null)
Circuit Court,Circuit Judge - Circuit 42 Division 2,0,62,178235,0,Dent,065,0,9,Democratic,750074307,Kelly Parker,35646,(null)
Circuit Court,Circuit Judge - Circuit 42 Division 2,0,62,178235,0,Iron,093,0,10,Democratic,750074307,Kelly Parker,35647,(null)
Circuit Court,Circuit Judge - Circuit 42 Division 2,0,62,178235,0,Reynolds,179,0,14,Democratic,750074307,Kelly Parker,35648,(null)
Circuit Court,Circuit Judge - Circuit 42 Division 2,0,62,178235,0,Wayne,223,0,20,Democratic,750074307,Kelly Parker,35649,(null)
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Clinton,049,0,7,Ballot Issues,750006199,Constitutional Amendment 3,36962,36963
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Shannon,203,0,8,Ballot Issues,750006199,Constitutional Amendment 3,37106,37107
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Iron,093,0,10,Ballot Issues,750006200,Constitutional Amendment 6,37238,37239
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Washington,221,0,16,Ballot Issues,750006200,Constitutional Amendment 6,37368,37369
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Macon,121,0,12,Ballot Issues,750006201,Constitutional Amendment 10,37498,37499
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Adair,001,0,12,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35650,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Adair,001,0,12,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35651,(null)
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Cole,051,0,36,Ballot Issues,750006199,Constitutional Amendment 3,36964,36965
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Shelby,205,0,7,Ballot Issues,750006199,Constitutional Amendment 3,37108,37109
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Jackson,095,0,207,Ballot Issues,750006200,Constitutional Amendment 6,37240,37241
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Wayne,223,0,20,Ballot Issues,750006200,Constitutional Amendment 6,37370,37371
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Madison,123,0,8,Ballot Issues,750006201,Constitutional Amendment 10,37500,37501
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Cooper,053,0,11,Ballot Issues,750006199,Constitutional Amendment 3,36966,36967
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,St. Charles,183,0,122,Ballot Issues,750006199,Constitutional Amendment 3,37110,37111
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Jasper,097,0,47,Ballot Issues,750006200,Constitutional Amendment 6,37242,37243
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Webster,225,0,14,Ballot Issues,750006200,Constitutional Amendment 6,37372,37373
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Maries,125,0,12,Ballot Issues,750006201,Constitutional Amendment 10,37502,37503
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Crawford,055,0,9,Ballot Issues,750006199,Constitutional Amendment 3,36968,36969
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,St. Clair,185,0,10,Ballot Issues,750006199,Constitutional Amendment 3,37112,37113
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Jefferson,099,0,57,Ballot Issues,750006200,Constitutional Amendment 6,37244,37245
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Worth,227,0,8,Ballot Issues,750006200,Constitutional Amendment 6,37374,37375
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Marion,127,0,17,Ballot Issues,750006201,Constitutional Amendment 10,37504,37505
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Dade,057,0,9,Ballot Issues,750006199,Constitutional Amendment 3,36970,36971
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,St. Francois,187,0,23,Ballot Issues,750006199,Constitutional Amendment 3,37114,37115
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Johnson,101,0,11,Ballot Issues,750006200,Constitutional Amendment 6,37246,37247
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Wright,229,0,11,Ballot Issues,750006200,Constitutional Amendment 6,37376,37377
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,McDonald,119,0,19,Ballot Issues,750006201,Constitutional Amendment 10,37506,37507
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Andrew,003,0,19,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35652,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Andrew,003,0,19,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35653,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Atchison,005,0,6,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35654,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Atchison,005,0,6,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35655,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Audrain,007,0,16,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35656,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Audrain,007,0,16,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35657,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Barry,009,0,19,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35658,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Barry,009,0,19,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35659,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Barton,011,0,9,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35660,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Barton,011,0,9,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35661,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Bates,013,0,16,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35662,(null)
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Dallas,059,0,13,Ballot Issues,750006199,Constitutional Amendment 3,36972,36973
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,St. Louis,189,0,683,Ballot Issues,750006199,Constitutional Amendment 3,37116,37117
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Kansas City,,0,150,Ballot Issues,750006200,Constitutional Amendment 6,37248,37249
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Adair,001,0,12,Ballot Issues,750006201,Constitutional Amendment 10,37378,37379
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Mercer,129,0,11,Ballot Issues,750006201,Constitutional Amendment 10,37508,37509
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Daviess,061,0,7,Ballot Issues,750006199,Constitutional Amendment 3,36974,36975
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,St. Louis City,510,0,222,Ballot Issues,750006199,Constitutional Amendment 3,37118,37119
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Knox,103,0,7,Ballot Issues,750006200,Constitutional Amendment 6,37250,37251
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Andrew,003,0,19,Ballot Issues,750006201,Constitutional Amendment 10,37380,37381
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Miller,131,0,20,Ballot Issues,750006201,Constitutional Amendment 10,37510,37511
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,De Kalb,063,0,9,Ballot Issues,750006199,Constitutional Amendment 3,36976,36977
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Ste. Genevieve,186,0,13,Ballot Issues,750006199,Constitutional Amendment 3,37120,37121
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Laclede,105,0,17,Ballot Issues,750006200,Constitutional Amendment 6,37252,37253
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Atchison,005,0,6,Ballot Issues,750006201,Constitutional Amendment 10,37382,37383
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Mississippi,133,0,9,Ballot Issues,750006201,Constitutional Amendment 10,37512,37513
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Dent,065,0,9,Ballot Issues,750006199,Constitutional Amendment 3,36978,36979
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Stoddard,207,0,21,Ballot Issues,750006199,Constitutional Amendment 3,37122,37123
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Lafayette,107,0,15,Ballot Issues,750006200,Constitutional Amendment 6,37254,37255
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Audrain,007,0,16,Ballot Issues,750006201,Constitutional Amendment 10,37384,37385
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Moniteau,135,0,11,Ballot Issues,750006201,Constitutional Amendment 10,37514,37515
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Douglas,067,0,14,Ballot Issues,750006199,Constitutional Amendment 3,36980,36981
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Stone,209,0,22,Ballot Issues,750006199,Constitutional Amendment 3,37124,37125
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Lawrence,109,0,20,Ballot Issues,750006200,Constitutional Amendment 6,37256,37257
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Barry,009,0,19,Ballot Issues,750006201,Constitutional Amendment 10,37386,37387
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Monroe,137,0,9,Ballot Issues,750006201,Constitutional Amendment 10,37516,37517
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Dunklin,069,0,19,Ballot Issues,750006199,Constitutional Amendment 3,36982,36983
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Sullivan,211,0,14,Ballot Issues,750006199,Constitutional Amendment 3,37126,37127
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Lewis,111,0,7,Ballot Issues,750006200,Constitutional Amendment 6,37258,37259
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Barton,011,0,9,Ballot Issues,750006201,Constitutional Amendment 10,37388,37389
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Montgomery,139,0,11,Ballot Issues,750006201,Constitutional Amendment 10,37518,37519
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Franklin,071,0,51,Ballot Issues,750006199,Constitutional Amendment 3,36984,36985
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Taney,213,0,22,Ballot Issues,750006199,Constitutional Amendment 3,37128,37129
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Lincoln,113,0,22,Ballot Issues,750006200,Constitutional Amendment 6,37260,37261
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Bates,013,0,16,Ballot Issues,750006201,Constitutional Amendment 10,37390,37391
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Morgan,141,0,11,Ballot Issues,750006201,Constitutional Amendment 10,37520,37521
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Gasconade,073,0,18,Ballot Issues,750006199,Constitutional Amendment 3,36986,36987
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Texas,215,0,11,Ballot Issues,750006199,Constitutional Amendment 3,37130,37131
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Linn,115,0,14,Ballot Issues,750006200,Constitutional Amendment 6,37262,37263
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Benton,015,0,8,Ballot Issues,750006201,Constitutional Amendment 10,37392,37393
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,New Madrid,143,0,19,Ballot Issues,750006201,Constitutional Amendment 10,37522,37523
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Gentry,075,0,11,Ballot Issues,750006199,Constitutional Amendment 3,36988,36989
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Vernon,217,0,17,Ballot Issues,750006199,Constitutional Amendment 3,37132,37133
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Livingston,117,0,12,Ballot Issues,750006200,Constitutional Amendment 6,37264,37265
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Bollinger,017,0,14,Ballot Issues,750006201,Constitutional Amendment 10,37394,37395
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Newton,145,0,25,Ballot Issues,750006201,Constitutional Amendment 10,37524,37525
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Greene,077,0,76,Ballot Issues,750006199,Constitutional Amendment 3,36990,36991
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Warren,219,0,23,Ballot Issues,750006199,Constitutional Amendment 3,37134,37135
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Macon,121,0,12,Ballot Issues,750006200,Constitutional Amendment 6,37266,37267
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Boone,019,0,59,Ballot Issues,750006201,Constitutional Amendment 10,37396,37397
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Nodaway,147,0,18,Ballot Issues,750006201,Constitutional Amendment 10,37526,37527
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Bates,013,0,16,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35663,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Benton,015,0,8,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35664,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Benton,015,0,8,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35665,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Bollinger,017,0,14,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35666,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Bollinger,017,0,14,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35667,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Boone,019,0,59,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35668,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Boone,019,0,59,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35669,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Buchanan,021,0,27,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35670,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Buchanan,021,0,27,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35671,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Butler,023,0,26,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35672,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Butler,023,0,26,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35673,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Caldwell,025,0,11,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35674,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Caldwell,025,0,11,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35675,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Callaway,027,0,26,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35676,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Callaway,027,0,26,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35677,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Camden,029,0,25,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35678,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Camden,029,0,25,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35679,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Cape Girardeau,031,0,30,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35680,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Cape Girardeau,031,0,30,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35681,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Carroll,033,0,13,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35682,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Carroll,033,0,13,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35683,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Carter,035,0,8,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35684,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Carter,035,0,8,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35685,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Cass,037,0,48,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35686,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Cass,037,0,48,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35687,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Cedar,039,0,10,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35688,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Cedar,039,0,10,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35689,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Chariton,041,0,13,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35690,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Chariton,041,0,13,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35691,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Christian,043,0,27,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35692,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Christian,043,0,27,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35693,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Clark,045,0,7,Nonpartisan,750074134,Laura Denvir Stith-Yes Votes,35694,(null)
MISSOURI SUPREME COURT,Missouri Supreme Court,0,3327,8351420,0,Clark,045,0,7,Nonpartisan,750074134,Laura Denvir Stith-No Votes,35695,(null)
